,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
Er1Ba1Sr1Cu3O6.94,-0.9190779896809275,-0.6812572726093763,1.244939096466239,0.683686044591744,-2.5031963361536413,0.6168317630773634,3.7068486391063997,1.303959093844389,-0.8084518664120255,-0.5447971019996473,-3.141927625039223,0.2537800127303428,0.28235112175320415,-1.0703919496556806,-0.04584996424311632,-0.07769428567222175,0.815677692854002,-0.3436989183142376,0.04207722287431387,-1.026548898064324,-0.5941062110686837,0.025081309696516667,-0.1939635738116279
Er1Ba2Cu2.64Zn0.18Fe0.18O6.95,3.671770673918704,-2.4238305904827744,-1.098906304146294,0.32426452692854935,5.119497703662319,1.4768648132735043,1.2495462182848156,-0.18288475978187377,-1.8148973024265356,1.7401546182321874,-3.0243137541961116,-0.2999394154628089,0.24924655391651065,0.9016421248937475,-0.8606884874758354,0.11150699806534096,-0.8298398855210125,0.12028132233594846,-0.05993145261666718,-0.5903391034154154,-0.6695442287743497,-0.3857959136584183,0.21715825860630938
Er1Ba2Cu2.67Zn0.24Fe0.09O6.94,3.397039621206607,-2.415753199521063,-1.3742028486440592,0.16835119599019144,5.281274076325397,1.2855320669709456,1.31524211783667,0.09109694016769512,-1.5191945194262846,1.538232741181982,-2.8971451992889223,-0.09669740308510012,0.15483935717039807,0.789525832249738,-0.5711712871326928,-0.011262519821405427,-0.8099705172596042,0.20710183753794356,-0.0345758731732554,-0.6693019495616653,-0.5884561402646962,-0.4517737321752853,0.28479620114798726
Er1Ba2Cu2.73Zn0.18Fe0.09O6.94,2.914198590448068,-2.4966920022537114,-1.6822873663477955,0.2222591320878085,5.239441538245497,1.1785277148239521,1.4496193402683273,0.18398127417878418,-1.2420883306923367,1.6669225756897368,-2.819022444454251,-0.0516527876268325,0.10411043253634455,0.7327002983742911,-0.4911361343273868,-0.08999765367508877,-0.7188217180825891,0.43929672377046186,-0.004787249119909043,-0.7296357020550394,-0.5988285688285712,-0.4301208221871367,0.2713785616876505
Er1Ba2Cu2.73Zn0.24Fe0.03O6.92,2.7668534022786795,-2.483235542650019,-1.8458860564561825,0.1090258778113517,5.420908233233716,1.0888217940304954,1.5025074296843601,0.27784463866512893,-1.0479691264748823,1.4987077445536838,-2.729285274387323,0.08814082144594561,0.007284556255104648,0.7154276825598018,-0.24609535394418391,-0.11730682431353916,-0.693338000285026,0.42423058458863866,0.025129587921738666,-0.7643458377061997,-0.4900467051161195,-0.46716906448937734,0.3381749101228802
Er1Ba2Cu2.76Co0.24O6.75,-1.3525717586490682,-2.904633599688229,0.5853344561884147,4.6331886925362715,3.356466354392018,1.3875044676881738,1.455947371167362,-2.017528433737718,-1.5263986014525597,1.4558167654420062,-0.4655584063119469,0.934050653589638,0.28649331492142016,0.6753605499199618,-1.1983662425636392,-0.83820839430411,-0.03978439419740645,-0.8706420714612118,-0.11897393883853438,-0.4311495966365914,-1.1594326033354547,-0.35818854135259476,-0.19570947101701386
Er1Ba2Cu2.76Zn0.06Fe0.18O6.97,2.7095246049766373,-2.5948692283070756,-1.9708232993153085,0.4080056739927281,5.183979869799207,1.0387113679387723,1.3285055221638766,0.2201446538268368,-1.2218606219648607,2.0964473127441106,-2.758143000384668,-0.3121968436032339,0.08806495598913737,1.0301927376434117,-0.6946847667111135,0.10680254381759431,-0.5769946079835959,0.39837522877360027,0.016376955667383442,-0.6415185032403706,-0.685955184410804,-0.2423959451897489,0.18076049885584686
Er1Ba2Cu2.76Zn0.24O6.89,-0.9593275270207795,-0.7081812251727466,0.9442092270672939,0.19162179704421786,4.17578891588872,0.7145318228824065,1.8983569272706466,0.4088192108603644,-0.9483709789273251,1.147228580618451,-2.4879298754510084,-0.5183664022697324,-0.01395766566898381,0.7056201110849675,-0.27808688466055254,0.8516390364009198,-0.45509280867531554,-0.7151397687125455,-0.13329057836286137,-0.5351574559489535,-0.4349674264742706,-0.13533690185044112,-0.5288396765075628
Er1Ba2Cu2.78Zn0.18Fe0.03O6.93,2.371280814953405,-2.5308684928321603,-2.1415020363491064,0.14045556157043732,5.372366215017971,0.8926688388399645,1.5273606495846965,0.49571777972835135,-0.8492175713038775,1.6364869907065926,-2.6332698143175306,0.05982834914784807,-0.02212748791273776,0.698340238568759,-0.21548331201768173,-0.1654275870683461,-0.6408958920752075,0.6203991663458412,0.06444215187542109,-0.8034755482553438,-0.5042460479407955,-0.4175526666916838,0.3354277513540728
Er1Ba2Cu2.79Zn0.03Fe0.18O6.97,2.3885981444337094,-2.634783368326497,-2.192263472261925,0.40595155821255724,5.284722586259329,0.8907983596688074,1.3923657198861046,0.4145589072991325,-1.025759905632313,2.0494995642584577,-2.578584989856944,-0.1558075850365952,0.025649052886927873,0.5731396240564823,-0.3473557765657688,-0.07731931787022667,-0.4222230857998458,0.6672004166397391,-0.011393757793790468,-0.7613930747389629,-0.565594244754197,-0.3166475802178471,0.05768414037748661
Er1Ba2Cu2.79Zn0.12Fe0.09O6.95,2.43162300874401,-2.551846763970934,-2.0257628419684917,0.2707143382164699,5.192127161132197,1.0031738069771625,1.544585656041206,0.36443976008520274,-0.9658293225445811,1.8052912570087951,-2.724334897088841,-0.024923044124856884,0.04713206455624186,0.6865901887749005,-0.3973279532543357,-0.15675947561152423,-0.6359468758958265,0.6684945707221901,0.036116739709415695,-0.784797445462623,-0.5883740879713314,-0.393992579607917,0.2684797309936721
Er1Ba2Cu2.7Ga0.3O7,-1.2990170514993276,-2.37678517955631,1.393037486124359,1.4111480488905022,2.4029914599510995,0.1874183542059856,0.30371739883531756,0.41334886629471673,-3.0834350986964583,0.4053624298344573,0.20500277315593154,-0.15361135097621287,-0.19150714611111086,-0.49405575714146494,0.26190547716374524,0.10533988415995699,1.2361674279006525,0.25556379342925795,0.13420947568335614,-0.12019108062361482,-0.7636840418786649,-0.5052403319067623,-0.39808480410973
Er1Ba2Cu2.7Zn0.12Fe0.18O6.95,3.1728497921676144,-2.5263725954063507,-1.512070852811555,0.3772522333348228,5.148266171266582,1.330291522845707,1.342998822182076,-0.06629843949158959,-1.5057700884531797,1.9110473680762758,-2.9107399696304608,-0.28199644612681946,0.16606004951039077,0.9653977998714599,-0.7815029025431658,0.10471571326356588,-0.6980417869376747,0.2733552096410157,-0.01949700079608414,-0.6182838958762935,-0.680113084597268,-0.32809452139740036,0.18994092174621688
Er1Ba2Cu2.7Zn0.3O6.86,-0.6175606448827464,-0.64857988002964,1.3571228145129592,0.17929451204564348,4.1652615238547375,0.9965263169691405,1.9493768221914838,0.048837152467157606,-1.1690242564624655,0.9829506977326805,-2.637356262362696,-0.5074599901105261,0.037428505907550265,0.7168863246998404,-0.34576645409828244,0.8716684508754475,-0.576876064056344,-0.8436924196163726,-0.13835427135241576,-0.5028025506303545,-0.41331569065660106,-0.19191209016937788,-0.45478770089310966
Er1Ba2Cu2.82Co0.18O6.74,-1.7826195425582123,-2.9587231949949517,0.1389774455525837,4.413356395330199,3.5098635971058054,1.1154999266783767,1.6025349141018188,-1.7608234645740954,-1.1491471162830638,1.2768095860692712,-0.36293887644717043,1.017460520326267,0.18139514538810883,0.8363451907636276,-1.0526323045473283,-0.8749406864469905,0.02889138701736211,-0.7908760802988641,-0.11423424533959133,-0.5446641825319422,-1.2493765551223832,-0.30109225689566504,-0.06422171468870311
Er1Ba2Cu2.82Fe0.18O6.97,-1.1679245454986262,-1.8140683431023794,0.12190148103568342,1.8321695425467768,3.64393313913499,-0.252945468954384,1.393366308051367,0.6054620958630536,-1.7017044229638891,0.7935748981692157,-1.262545791032352,0.1279938367957999,0.0937335657443255,-0.39281157727304794,-0.08029923107528743,-0.3583090990932288,0.3549706256665212,-0.4486146573755649,0.0035715864505908887,-0.25677444470900734,-1.0598021043132269,-0.41899037485237356,-0.49228792956683387
Er1Ba2Cu2.82Ni0.18O7,-1.8980828221159702,-1.8332373024378514,-0.04207999927957176,2.191246902578352,3.6890194844240765,0.35760390754465976,1.6830936666680687,1.230519119476258,-2.9463998984129804,1.095251112865875,-0.4607990813227887,1.7376658726158414,0.6532267673291489,0.5587567407138967,-0.9564952049312286,-1.8488118819929762,1.0564057305966286,-0.945581763869829,0.20340601193774324,-0.3323305018206019,-0.14460683805084967,0.5393861396420867,-0.3414526396856793
Er1Ba2Cu2.82Zn0.18O6.91,-1.377076797139924,-0.7777392385354135,0.5268530315123505,0.20179712654462106,4.237115366554245,0.44824810749516586,1.9123604596981387,0.7662987775733586,-0.6812748031714979,1.2349445457467412,-2.282390485895896,-0.4259561512556281,-0.08724902819190149,0.42964394999007877,-0.029586674029480054,0.7320127554971174,-0.2774204791798996,-0.4652219267734822,-0.15069364535277416,-0.6282262210967856,-0.3790553467442806,-0.1434551231714282,-0.6657204320729398
Er1Ba2Cu2.85Co0.15O7,-1.1954951338521893,-2.375439310717297,-0.1296101958190535,3.9722335584158825,3.399655878190798,-0.3612505831554612,0.6216703826567107,0.7487219674127633,-1.4793334316897644,0.8277016822534887,0.15264794614839003,1.1065149002228947,0.2925528092093866,-0.6210432528189445,-0.35001799162623015,-1.3766422468369388,-0.05101089442703826,-0.3002726836337686,-0.1995681192232448,-0.7997747833886307,-0.8898481219501555,-0.4951079705989422,-0.3603417146060029
Er1Ba2Cu2.85Fe0.15O7,-1.3158457678876614,-1.7664511647380088,-0.08738005007955504,1.7441623819828946,3.6938173083761305,-0.5305722804597935,1.3363325870345228,1.071747801191967,-1.5674173062940189,0.6859696800100404,-1.097135914018569,0.27337373468499665,0.058058537663748695,-0.8051403519639453,0.21860124580020834,-0.5370520221561795,0.4242850645269519,-0.2350825462775995,-0.018793433562958584,-0.36737994520293904,-0.9492315042103822,-0.4981420291723824,-0.5844670405345121
Er1Ba2Cu2.85Ga0.15O6.69,-3.2550691626827652,-3.0081046412426464,0.35666792974060696,1.6986115462854119,2.9692457160814554,1.1120339376451633,1.9914911312687769,-1.2848703396434749,-1.444032010474582,0.4034969062433734,-0.14867834765891635,0.8156914486253014,-0.6732458470128544,-0.13690807585201278,0.7841043766621799,0.027059751325185333,1.6572087489533076,0.1737451668750804,0.14487853619889998,-0.36800957217184016,-0.9628912721358036,-0.6143821484752094,-0.2611237827939609
Er1Ba2Cu2.85Ga0.15O7,-2.2050076359712514,-2.328358457646651,0.2628426848703825,1.404864297104289,2.5556123917958553,-0.35255946660674525,0.6577447488657691,1.1310622130855308,-2.124135893176256,0.4131769809531151,0.07857955866296457,0.38723281041437924,-0.4411612860654654,-0.4462846304196181,0.648002149428268,0.010720760457084812,1.2745553739595414,0.0885805314497903,0.19289247208765692,-0.2816698992099671,-0.855637816325506,-0.5256374295773424,-0.3042780310776197
Er1Ba2Cu2.85Ni0.15O7,-2.0856169556966004,-1.8329334632025467,-0.2033927549415499,2.1177120819005637,3.7959391086435277,0.1287590498990778,1.7228225984193972,1.4900900131880275,-2.731354931673164,0.9203042114052867,-0.28289142913166837,1.9336568064408546,0.574512413070627,-0.06354402114311988,-0.4843786229089725,-2.0485770030859305,1.1835912527547743,-0.681260698476957,0.07800724200463399,-0.49244242272222477,-0.011631422201748719,0.4119607057245248,-0.4464618477503475
Er1Ba2Cu2.85Zn0.06Fe0.09O6.96,1.9217797172406645,-2.6184278057390933,-2.4333237543348583,0.3123063673426164,5.202976952747322,0.7842314281079698,1.6053708344975575,0.5649341141890337,-0.6628255697214261,1.9641218419120414,-2.595522808665694,-0.014247524059547238,-0.030054496292132145,0.6894565333222135,-0.28753903399591524,-0.19238159055824422,-0.5205932564118811,0.8534235897710044,0.08332387065878863,-0.827563585797779,-0.57436447668579,-0.33743383202066607,0.2642015346547613
Er1Ba2Cu2.85Zn0.12Fe0.03O6.94,1.8476565866624515,-2.60138847766152,-2.4797908024082735,0.20234541146243246,5.308170620337263,0.7621032452325884,1.6762586736123022,0.5949532808330782,-0.5297167898287833,1.7880057956648383,-2.56896625778117,0.11208343153200667,-0.08110682958934419,0.6799608731325433,-0.13906030432785826,-0.24313453947877314,-0.5516357746531422,0.8436294203881791,0.09844249508147665,-0.861817478297416,-0.5219722872966017,-0.38811136874211605,0.3520142409942357
Er1Ba2Cu2.85Zn0.15O7,-1.3826720092146978,-0.6208094484975911,0.30571362575693406,0.09778522417903686,4.255573515819576,-0.10395342292625628,1.6371103220415983,1.7359797280757845,-0.6773028281745298,1.0778800772187926,-1.968421275806813,-0.24256878370658114,-0.08913398470492964,-0.5278079569921985,0.5016065254477428,0.3966083405235961,-0.16000213453340947,-0.05824022031353769,-0.22062780817636954,-0.8072509241399985,-0.13412901484355555,-0.2978489039659075,-0.9382472640547724
Er1Ba2Cu2.88Co0.12O6.78,-2.084387192664116,-2.8906212559360305,-0.3248816870785395,4.121293515781551,3.635233130392637,0.5569012843160183,1.5387069012234065,-1.0453115140191647,-0.8616638609169337,1.0319398993309437,-0.16855054530687177,1.0889684949067528,0.10302395363132318,0.7400256462325733,-0.790453624455193,-0.9929782520874737,0.06813645935319655,-0.6362018201906102,-0.11637789143135419,-0.6911987258753293,-1.2655364640954032,-0.27228841373565527,0.03310782347995219
Er1Ba2Cu2.88Zn0.03Fe0.09O6.95,1.5668444162432251,-2.6795291427966865,-2.6518472224658605,0.3188332150557936,5.318236841867265,0.6804757732160119,1.7120480522729973,0.6851752915219518,-0.4448699411304411,1.9151968796543928,-2.420627515863166,0.15750700613958682,-0.10018066312240298,0.23587109581155088,0.06812926623386993,-0.3784412016107993,-0.3531295799440841,1.1269517212354425,0.052495631243018655,-0.9520348129740166,-0.45561117795840583,-0.415987390686752,0.1405707965799094
Er1Ba2Cu2.88Zn0.12O6.92,-1.8380213331575481,-0.8715871487797735,0.08485981898531501,0.2414964906444345,4.276566771925642,0.22684792954232189,1.9483690648534995,0.9742287760369546,-0.39215994722319536,1.4167660218548952,-2.1429558525076606,-0.43131158591257107,-0.16817564957749204,0.4946249808854447,0.052043980228153035,0.7348959329485576,-0.14378872563913642,-0.33810716289076465,-0.12841236177630536,-0.655656679348702,-0.3919432631676498,-0.07002939622014055,-0.6991402644111645
Er1Ba2Cu2.8Ga0.2O7,-1.8806715783260664,-2.3515884998760366,0.640862889271221,1.4159127258084179,2.4811325224371603,-0.15172280273424743,0.5297816921817925,0.853713453471305,-2.4576627319986284,0.4526843367041408,0.0862042701583385,0.1609345077860792,-0.3509813819485277,-0.31631268401035734,0.4257123060691053,0.09702099292067197,1.2383997451588402,0.08540371335681232,0.18617669939295145,-0.1963136760228475,-0.8649938133649767,-0.48577571365019684,-0.3051732657895708
Er1Ba2Cu2.91Fe0.09O6.96,-1.9037373692445403,-1.9050857653489104,-0.5289455636745003,1.7211416036353373,3.7912363004489866,-0.5838156874307066,1.5668485917019315,0.9839818065694186,-1.1196759078674932,0.7818572264127445,-1.0562789367002787,0.32424324958018114,-0.06859615633212134,-0.4046907273461149,0.23049059022649435,-0.4723630306101394,0.491728071201567,-0.22476595230324703,0.04762979798744459,-0.38092282798216404,-1.0175225549032554,-0.411500498571495,-0.44173978276424924
Er1Ba2Cu2.91Zn0.06Fe0.03O6.93,1.2550702663039013,-2.690563297275647,-2.801788387226384,0.25175331818726615,5.328586484569284,0.6343861068867797,1.8560568016850179,0.6756327280075579,-0.19408376888909273,1.8586750218805366,-2.431331227418167,0.22738041038841342,-0.15390718668436124,0.4120507273669528,0.10075266796682322,-0.4092895845220239,-0.4124581635967167,1.1705194667000074,0.11490177854021719,-0.9754668992410738,-0.4692717285485555,-0.4083077229612799,0.3190474580151774
Er1Ba2Cu2.92Zn0.08O7,-1.9343424600228951,-0.7697622036412037,-0.23107168311680992,0.19022119241652796,4.238698458606828,-0.28587017760842026,1.6738576824459472,1.7206773437061493,-0.33959112228614813,1.4864548716637416,-1.950694005619716,-0.46980196502325805,-0.17651110967187114,0.256940500452759,0.20528142346474978,0.6547687811903503,-0.10654625143710668,-0.18784971945485826,-0.12080032995926339,-0.6974349087363342,-0.3192318743202948,-0.04411992371516965,-0.7728826606102347
Er1Ba2Cu2.94Co0.06O6.8,-2.5463501591849256,-2.84141857483756,-0.8097058617742263,3.823734181201694,3.8502448835550775,0.024976785991609487,1.6050080716431148,-0.3696046463007533,-0.4726492510662924,0.6646657790099905,0.10895180955428937,1.322955163597001,-0.02502340066775851,0.26145103705198985,-0.2278851714086391,-1.2552870840265808,0.19761495857611136,-0.2937695227618625,-0.1472240431009116,-0.9300224940829619,-1.1541751582936428,-0.33778951162354004,0.06080284108551648
Er1Ba2Cu2.94Zn0.03Fe0.03O6.94,0.970082360299033,-2.695958101801669,-2.987608132964772,0.25446527949378467,5.3520842077766835,0.4703292676810848,1.8911997056989964,0.8822238101884899,-0.033911026882685144,1.8529439162760788,-2.306087739498625,0.3163130247414892,-0.19375223666087274,0.10457229769182422,0.3292304690505583,-0.548278752156153,-0.3263369953840651,1.3969332515879183,0.11621966318125142,-1.0626094023537924,-0.3838236529798849,-0.4460415292221995,0.2645723150580156
Er1Ba2Cu2.94Zn0.06O6.92,-2.396352467441169,-0.9718326695706937,-0.3564508314515506,0.26763588814546596,4.3930119776052745,-0.002961095568267153,2.0481212191244675,1.2140078954702513,-0.04633666679772494,1.4834111010061803,-1.9132834847543232,-0.2955581306178699,-0.27238253917093697,0.15404392901201916,0.3950158989900521,0.5815996143605917,0.07023254378863139,-0.037963739298070065,-0.14179654279510792,-0.7749766047219417,-0.2994180167514649,-0.09090822767641403,-0.8202108834569946
Er1Ba2Cu2.94Zn0.06O7,-2.1252033201354927,-0.8024076402051183,-0.37954483527315547,0.19882582359210296,4.2790262885156745,-0.36655541166056765,1.7054023667575453,1.8009354753365727,-0.22271497456253936,1.509475962986623,-1.872948745905549,-0.4268862857231306,-0.21175045868213835,0.14543514737766922,0.3203602079633405,0.6039516221433758,-0.03584557785801635,-0.08824003420683249,-0.12358071941148849,-0.7369102690171828,-0.287742736288836,-0.049457745673132415,-0.8090829399049486
Er1Ba2Cu2.95Ga0.05O6.75,-3.7420429413157446,-2.820107166117353,-0.4555526601322654,1.6231900958069787,3.0312273384416395,0.37127909135063714,1.962390651210531,-0.3146801232525573,-0.8821787239916532,0.4019245541095226,-0.15824699795670077,1.0737056491750365,-0.8141708663185031,-0.14987744626436203,1.0651950350103714,-0.04730958024988583,1.6007058135290055,0.029541773280379484,0.2024807606257744,-0.4670685046098547,-0.9887816423777535,-0.5985970407373622,-0.14349491570820957
Er1Ba2Cu2.96Zn0.04O7,-2.3282075507033673,-0.8324103160816382,-0.5291617354487589,0.2038221361901259,4.330081256931253,-0.457456798297702,1.7398424496874307,1.8985057712380784,-0.09935560609387434,1.5145770277747086,-1.7792843093294644,-0.3644854191499403,-0.24979447556858664,-0.0312899403516561,0.47677778005677723,0.5283159874954515,0.04564790332759819,0.03829320287890728,-0.13118493998337713,-0.790441187132255,-0.23875887079975527,-0.0687010118112271,-0.8579613596075826
Er1Ba2Cu2.97Fe0.03O6.94,-2.5203421646555197,-1.9788933178536552,-1.0112717080733937,1.6663724149058898,3.91353494290798,-0.7952937350399556,1.7427778797213302,1.1415058672901641,-0.6564364821759013,0.7956602533188715,-0.9174176226930233,0.44399829040872707,-0.2130869680849379,-0.3157570256630989,0.4633507259962572,-0.5148259653352318,0.5806198520516572,-0.08002872183767959,0.1058916398564346,-0.4525772233638538,-0.9644024058128057,-0.3799812976550732,-0.3471673402123778
Er1Ba2Cu2.97Zn0.03O6.93,-2.671795865223542,-0.9951658699322099,-0.5861517268651505,0.26632891249062113,4.457070855294875,-0.1890803651950615,2.0563324977189374,1.4354614730733635,0.11920730574236803,1.4941579531621827,-1.765745693411723,-0.21882731046246817,-0.3226795348651406,-0.11380435727971336,0.6235692844575763,0.4697313608956727,0.17976608908974398,0.14651093612830085,-0.15051676425448068,-0.8513058436101011,-0.22339915505314467,-0.1139672536649822,-0.8903425567822941
Er1Ba2Cu2.985Co0.015O7,-2.3211287015171247,-2.395246686491203,-1.257388925926625,3.431948289772345,3.7547639046935117,-1.2782965953920469,0.845301219245576,1.5112048589586475,-0.5640256467601632,0.46113431073808037,0.4147132191182857,1.1497275063912482,0.0036517468282097855,-0.027888559289881296,0.016234215573133762,-1.3645382272817228,0.02615585377686551,-0.17286755392991274,-0.09920290988965905,-1.006060104918033,-1.0359577290836433,-0.25922104808334767,0.1802300727025932
Er1Ba2Cu2.985Fe0.015O7,-2.4720576946471833,-1.8565908830552795,-1.155600929790347,1.5947649105967543,3.8577750020112145,-1.157878357501713,1.5048394445739808,1.6599300378613917,-0.6749362780686442,0.82032421578763,-0.8442127988242325,0.3628634783534835,-0.20353602670006773,-0.2981826505805962,0.47011005928466854,-0.5077394926439375,0.5153035058329624,-0.08374999811509169,0.1400606045709566,-0.43989712311091855,-0.9358526927744696,-0.3352789633102834,-0.30099779123154796
Er1Ba2Cu2.985Ga0.015O7,-3.15538471419396,-2.2543350646362645,-0.8112136890090813,1.391295368564705,2.7364588193847683,-0.9776348651269905,0.9394645553911328,1.732130071483024,-1.1921555796605465,0.4809119622903448,-0.03513501085317397,0.7526733706003417,-0.6888610184407932,-0.1443073027989287,0.9363636239445751,0.002488410647315786,1.2591108649325837,-0.17918636058268,0.2935214986759353,-0.3858182996843484,-0.9666404217866553,-0.459198185323574,-0.03290646439742446
Er1Ba2Cu2.985Ni0.015O7,-2.9034825844711545,-1.8648680988283355,-1.107443517789116,1.9309495818284923,3.9375230933314,-0.8934262984725445,1.7030770373012796,1.9424545571380338,-1.7734789898371477,0.9544766170595377,-0.059531068510786614,1.7786792687818058,0.22385468035289469,0.21156346742924356,0.020972190351791552,-1.7841021335470366,1.2294465667735615,-0.6950443424384443,-0.1514957962631182,-0.5825198790925051,-0.07609384277076854,0.5891524596141434,0.044622759120573195
Er1Ba2Cu2.98Zn0.02O7,-2.5453784920828357,-0.8600746049035884,-0.6823680270724705,0.20684208211111887,4.389209217968022,-0.560016214171294,1.7739588194644722,2.005795622224633,0.03084403316997839,1.5112983600009728,-1.6752506525610216,-0.29468758188255517,-0.29038327934644526,-0.23987184650691978,0.6570828941145667,0.4396640942125024,0.13245782871119585,0.17854687728165883,-0.13926721222928318,-0.8512459358899337,-0.17963349660340278,-0.09299531164333835,-0.9079151114749605
Er1Ba2Cu2.99Zn0.01O7,-2.6613569552609992,-0.8731159888239589,-0.7621496725247131,0.20861388910087658,4.420413795865189,-0.6172189443931894,1.7887023875218784,2.0584467912161672,0.09909847474345476,1.5125303199671307,-1.6225753998354342,-0.26480655968518013,-0.3115859701490409,-0.3351793932617069,0.7456137550245973,0.3977747493464765,0.17442748549046613,0.24559682636931005,-0.1405650289342685,-0.8801588098105602,-0.15072326351210233,-0.10131383989938648,-0.9255107373462307
Er1Ba2Cu2.9Ga0.1O6.78,-3.2749901713778597,-2.784337204553428,-0.06343135992996625,1.6063728019311794,2.9072232605576325,0.4678761708784245,1.7098495280608912,-0.3309371108294273,-1.3097499044001637,0.41609570679705077,-0.11922565823914678,0.8473978023218114,-0.6932626082877856,-0.1655529458549307,0.8643036005286222,0.00350936117068281,1.545962200007091,0.0726444939868968,0.18767839251113186,-0.390951292490377,-0.9675342594418342,-0.5812273179208404,-0.2118951225726315
Er1Ba2Cu2.9Zn0.1O7,-1.7552580254581769,-0.7340988688983086,-0.08233636901569187,0.17676028492147483,4.211472945247213,-0.21523799779354189,1.647367814810565,1.6635764875823986,-0.44973537117314877,1.438431287858793,-2.0080195306432858,-0.48450046855243933,-0.1444350114443463,0.2783139053575734,0.1450917785832824,0.6718315898637863,-0.16235637922161816,-0.2505924828900162,-0.12581340077377504,-0.677132133208484,-0.327513977027519,-0.059061932061744954,-0.7573123883975884
Er1Ba2Cu3O6.53,-8.78482894685118,-0.3310409767186333,4.197722862656416,2.855013461307593,0.7210810368671876,1.3131983607927555,4.807076305400629,-2.7178508174348717,-0.3627961435820299,-0.09351723566366672,-1.6236978636557848,0.6518537366153478,0.07091461571344602,0.2596923898214383,-0.27468049632738395,-0.3361052629632235,0.2514711710544868,-0.46660029630276695,0.16083913801091543,-0.47874839321424806,-0.77519347519666,0.08105896718787363,0.09074194017590155
Er1Ba2Cu3O6.6,-8.558972491871389,-0.1605038464289353,4.190034583169022,2.7542087385548277,0.6923547712194361,0.9285900994392128,4.506759326075715,-1.995104329848547,-0.5173804037478785,-0.23709092386252878,-1.4517940618130394,0.7073122070860405,0.11698360542572216,-0.334867937930288,-0.01616179758457086,-0.5244047150383897,0.24916377029430828,-0.27085288514098393,0.12567065934330934,-0.569289534368405,-0.6242446977102946,-0.015520838437874088,-0.07327964946178579
Er1Ba2Cu3O6.64,-8.385935058618193,-0.0816862375989118,4.166455399108853,2.7338307086655145,0.5903095276357461,0.7514913815458584,4.289373166391991,-1.7602706835457693,-0.6356224181474323,-0.12163516005902596,-1.4989259918923186,0.509447217223315,0.16060529678583682,0.02703294047255273,-0.2737589997659375,-0.3746234772427473,0.13328959812397617,-0.4436533784710751,0.1748100168458991,-0.4744591940857019,-0.7093877333192474,0.09678269045334087,0.022806093997805057
Er1Ba2Cu3O6.67,-8.317906257898258,0.0006873292876592361,4.173904753175072,2.670226512445031,0.6287181523523004,0.5661817826078863,4.192814274979593,-1.3560083920304042,-0.680345166291242,-0.29739390199508203,-1.3428217416122699,0.6698054999204281,0.16884901303073088,-0.6346619163449991,0.07520326289216504,-0.6053743070444242,0.20095713879257798,-0.19558770303268896,0.11776746961171289,-0.5986252495372498,-0.5447187805321029,-0.04239528595522047,-0.156389875938191
Er1Ba2Cu3O6.78,-7.9065029866323,0.23459332105660138,4.130901020289654,2.573417824991793,0.45510625374221264,0.04259239395110272,3.669675274324068,-0.5259815544204143,-0.9549615788308097,-0.21708727522916474,-1.303576031161235,0.4145734209346401,0.2628645948073254,-0.4857132569885345,-0.13356038850580285,-0.5066528632211963,0.028171976199735375,-0.330526151174507,0.16313864733369254,-0.515907162180217,-0.5701524380554586,0.06217401430584677,-0.11706679043667673
Er1Ba2Cu3O6.82,-7.7890856927133,0.33016421554774666,4.1273811376612715,2.515207382671554,0.4489646856014068,-0.17105525724898082,3.515250990568059,-0.11737285402726468,-1.030899749220937,-0.31637141763375354,-1.1964916596685733,0.4751278268543463,0.2842222350897024,-0.8890968816632043,0.058110290751983894,-0.6394267927482405,0.042393167383110386,-0.19489913983692017,0.13258875705127024,-0.5817998419881549,-0.46703443455610066,-0.009702712800690317,-0.22532076711799257
Er1Ba2Cu3O6.85,-7.683790302964011,0.39446729220390536,4.117187292698335,2.486230710492432,0.4106780866216716,-0.3143891372180376,3.3815179492278156,0.11875546863198815,-1.0995634332047692,-0.31308706489405613,-1.1734381480085363,0.4302281148578583,0.30702816554858964,-0.9154090347012765,0.04233034931624229,-0.6376896968387114,0.007994400489863631,-0.20524668258631665,0.13691726150762126,-0.5735268544102589,-0.4571733407538216,0.002325993978116857,-0.23177437410600854
Er1Ba2Cu3O6.87,-7.615935177699775,0.43792483301578544,4.1111671923480415,2.4654763189428155,0.3889823058738521,-0.41118921613342857,3.29508984368771,0.2826237888007905,-1.1434940270682799,-0.31934684094476035,-1.1520755203345352,0.41062408232514397,0.3212926356249825,-0.9630969654978674,0.049636580304742335,-0.6476947623642295,-0.009718417387708081,-0.2000300223246008,0.13659053643133526,-0.5743596178385303,-0.44316193244269275,0.003064634721637105,-0.24407866295852307
Er1Ba2Cu3O6.91,-7.471242373408988,0.5205885374877731,4.0949449626942265,2.43216858968783,0.3272998295079412,-0.5949452618579936,3.1131759676453648,0.5706526588888475,-1.2372184888394302,-0.289262113522574,-1.1409517892104781,0.3224201636552971,0.3533462629325742,-0.9072220970315333,-0.022706733309695776,-0.6123284622727498,-0.06952824526866329,-0.2510704135666878,0.15062449969157204,-0.5444855838686639,-0.45201881401132626,0.040566292111569896,-0.22761603525401974
